year,nuts_id,nuts_year_spec,eurostat_higher_ed_rd_workforce_data
2007,UKC1,2006,104402000.0
2007,UKC2,2006,201048000.0
2007,UKD1,2006,1143000.0
2007,UKD3,2006,482840000.0
2007,UKD4,2006,79156000.0
2007,UKE1,2006,25782000.0
2007,UKE2,2006,119001000.0
2007,UKE3,2006,250251000.0
2007,UKE4,2006,325791000.0
2007,UKF1,2006,215812000.0
2007,UKF2,2006,217685000.0
2007,UKF3,2006,3889000.0
2007,UKG1,2006,387000.0
2007,UKG2,2006,32381999.999999996
2007,UKG3,2006,396338000.0
2007,UKH1,2006,686113000.0
2007,UKH2,2006,121572000.0
2007,UKH3,2006,41273000.0
2007,UKJ1,2006,836073000.0
2007,UKJ2,2006,179625000.0
2007,UKJ3,2006,218504000.0
2007,UKJ4,2006,36388000.0
2007,UKK1,2006,307497000.0
2007,UKK2,2006,5387000.0
2007,UKK3,2006,19000.0
2007,UKK4,2006,102656000.0
2007,UKL1,2006,171219000.0
2007,UKL2,2006,200921000.0
2007,UKM2,2006,680853000.0
2007,UKM3,2006,362853000.0
2007,UKM5,2006,142920000.0
2007,UKM6,2006,29812000.0
2007,UKN0,2006,186091000.0
2008,UKC1,2006,95018000.0
2008,UKC2,2006,181177000.0
2008,UKD1,2006,774000.0
2008,UKD3,2006,511247000.0
2008,UKD4,2006,69267000.0
2008,UKE1,2006,23771000.0
2008,UKE2,2006,110031000.0
2008,UKE3,2006,227178000.0
2008,UKE4,2006,222570000.0
2008,UKF1,2006,190971000.0
2008,UKF2,2006,213126000.0
2008,UKF3,2006,4493000.0
2008,UKG1,2006,2723000.0
2008,UKG2,2006,34518000.0
2008,UKG3,2006,373355000.0
2008,UKH1,2006,621851000.0
2008,UKH2,2006,119354000.0
2008,UKH3,2006,43423000.0
2008,UKJ1,2006,696106000.0
2008,UKJ2,2006,156063000.0
2008,UKJ3,2006,222543000.0
2008,UKJ4,2006,30600000.0
2008,UKK1,2006,284689000.0
2008,UKK2,2006,6277000.0
2008,UKK3,2006,0.0
2008,UKK4,2006,72360000.0
2008,UKL1,2006,133803000.0
2008,UKL2,2006,226828000.0
2008,UKM2,2006,609142000.0
2008,UKM3,2006,312516000.0
2008,UKM5,2006,142158000.0
2008,UKM6,2006,25892000.0
2008,UKN0,2006,193491000.0
2009,UKC1,2010,90358000.0
2009,UKC2,2010,172298000.0
2009,UKD1,2010,786000.0
2009,UKD3,2010,486138000.0
2009,UKD4,2010,65888000.00000001
2009,UKD6,2010,449000.0
2009,UKD7,2010,210237000.0
2009,UKE1,2010,22562000.0
2009,UKE2,2010,104613000.0
2009,UKE3,2010,216074000.0
2009,UKE4,2010,211584000.0
2009,UKF1,2010,181614000.0
2009,UKF2,2010,202604000.0
2009,UKF3,2010,4265000.0
2009,UKG1,2010,2582000.0
2009,UKG2,2010,32776000.000000004
2009,UKG3,2010,355034000.0
2009,UKH1,2010,591312000.0
2009,UKH2,2010,113481000.0
2009,UKH3,2010,41307000.0
2009,UKJ1,2010,661915000.0
2009,UKJ2,2010,148389000.0
2009,UKJ3,2010,211584000.0
2009,UKJ4,2010,29072000.0
2009,UKK1,2010,270738000.0
2009,UKK2,2010,5949000.0
2009,UKK3,2010,0.0
2009,UKK4,2010,68807000.0
2009,UKL1,2010,127175000.0
2009,UKL2,2010,215737000.0
2009,UKM2,2010,579190000.0
2009,UKM3,2010,297115000.0
2009,UKM5,2010,135144000.0
2009,UKM6,2010,24582000.0
2009,UKN0,2010,183971000.0
2010,UKC1,2010,84985000.0
2010,UKC2,2010,168804000.0
2010,UKD1,2010,466000.0
2010,UKD3,2010,370250000.0
2010,UKD4,2010,67848000.0
2010,UKD6,2010,1166000.0
2010,UKD7,2010,239683000.0
2010,UKE1,2010,18652000.0
2010,UKE2,2010,84169000.0
2010,UKE3,2010,191653000.0
2010,UKE4,2010,312194000.0
2010,UKF1,2010,184775000.0
2010,UKF2,2010,181278000.0
2010,UKF3,2010,5945000.0
2010,UKG1,2010,117000.0
2010,UKG2,2010,29727000.0
2010,UKG3,2010,366636000.0
2010,UKH1,2010,588132000.0
2010,UKH2,2010,102938000.0
2010,UKH3,2010,52810000.0
2010,UKJ1,2010,804850000.0
2010,UKJ2,2010,144672000.0
2010,UKJ3,2010,162509000.0
2010,UKJ4,2010,21800000.0
2010,UKK1,2010,254605000.0
2010,UKK2,2010,7111000.0
2010,UKK3,2010,583000.0
2010,UKK4,2010,115645000.0
2010,UKL1,2010,132082000.0
2010,UKL2,2010,172884000.0
2010,UKM2,2010,620424000.0
2010,UKM3,2010,365936000.0
2010,UKM5,2010,132431999.99999999
2010,UKM6,2010,54675000.0
2010,UKN0,2010,164724000.0
2011,UKC1,2013,78926000.0
2011,UKC2,2013,168914000.0
2011,UKD1,2013,922000.0
2011,UKD3,2013,348427000.0
2011,UKD4,2013,62680000.0
2011,UKD6,2013,576000.0
2011,UKD7,2013,242194000.0
2011,UKE1,2013,17859000.0
2011,UKE2,2013,69132000.0
2011,UKE3,2013,194493000.0
2011,UKE4,2013,296693000.0
2011,UKF1,2013,183431000.0
2011,UKF2,2013,168337000.0
2011,UKF3,2013,5992000.0
2011,UKG1,2013,461000.0
2011,UKG2,2013,32147000.0
2011,UKG3,2013,371471000.0
2011,UKH1,2013,599724000.0
2011,UKH2,2013,106233000.0
2011,UKH3,2013,51965000.0
2011,UKI3,2013,1875792000.0
2011,UKI4,2013,178362000.0
2011,UKI5,2013,25233000.0
2011,UKI6,2013,5070000.0
2011,UKI7,2013,38138000.0
2011,UKJ1,2013,851135000.0
2011,UKJ2,2013,128125000.0
2011,UKJ3,2013,160272000.0
2011,UKJ4,2013,19242000.0
2011,UKK1,2013,251872000.0
2011,UKK2,2013,7489000.0
2011,UKK3,2013,461000.0
2011,UKK4,2013,104160000.0
2011,UKL1,2013,143911000.0
2011,UKL2,2013,160042000.0
2011,UKM2,2013,110151000.0
2011,UKM3,2013,613550000.0
2011,UKM5,2013,346699000.0
2011,UKM6,2013,41479000.0
2011,UKN0,2013,150133000.0
2012,UKC1,2013,85461000.0
2012,UKC2,2013,182883000.0
2012,UKD1,2013,987000.0
2012,UKD3,2013,377359000.0
2012,UKD4,2013,67826000.0
2012,UKD6,2013,617000.0
2012,UKD7,2013,262301000.0
2012,UKE1,2013,19361000.0
2012,UKE2,2013,74855000.0
2012,UKE3,2013,210630000.0
2012,UKE4,2013,321371000.0
2012,UKF1,2013,198668000.0
2012,UKF2,2013,182267000.0
2012,UKF3,2013,6536000.0
2012,UKG1,2013,493000.0
2012,UKG2,2013,34776000.0
2012,UKG3,2013,402269000.0
2012,UKH1,2013,649525000.0
2012,UKH2,2013,115057000.0
2012,UKH3,2013,56234000.0
2012,UKI3,2013,2031693000.0
2012,UKI4,2013,193119000.0
2012,UKI5,2013,27254000.0
2012,UKI6,2013,5549000.0
2012,UKI7,2013,41312000.0
2012,UKJ1,2013,921815000.0
2012,UKJ2,2013,138735000.0
2012,UKJ3,2013,173634000.0
2012,UKJ4,2013,20841000.0
2012,UKK1,2013,272783000.0
2012,UKK2,2013,8138999.999999999
2012,UKK3,2013,493000.0
2012,UKK4,2013,112838000.0
2012,UKL1,2013,155876000.0
2012,UKL2,2013,173388000.0
2012,UKM2,2013,119250000.0
2012,UKM3,2013,664570000.0
2012,UKM5,2013,375509000.0
2012,UKM6,2013,44888000.0
2012,UKN0,2013,162659000.0
2013,UKE2,2013,79477000.0
2013,UKE3,2013,205228000.0
2013,UKF2,2013,166372000.0
2013,UKH1,2013,724479000.0
2013,UKI3,2013,2037443000.0
2013,UKI4,2013,193689000.0
2013,UKI5,2013,29083000.0
2013,UKI6,2013,6005000.0
2013,UKI7,2013,44036000.0
2013,UKJ1,2013,961969000.0
2013,UKJ2,2013,132344000.0
2013,UKK3,2013,1177000.0
2013,UKK4,2013,117862000.0
2013,UKM2,2013,724126000.0
2013,UKM5,2013,122101000.0
2014,UKC1,2016,89319000.0
2014,UKC2,2016,204937000.0
2014,UKD1,2016,620000.0
2014,UKD3,2016,408882000.0
2014,UKD4,2016,74433000.0
2014,UKD6,2016,1861000.0
2014,UKD7,2016,264607000.00000003
2014,UKE1,2016,18980000.0
2014,UKE2,2016,84233000.0
2014,UKE3,2016,225530000.0
2014,UKE4,2016,325146000.0
2014,UKF1,2016,202332000.0
2014,UKF2,2016,175040000.0
2014,UKF3,2016,11661000.0
2014,UKG1,2016,3474000.0
2014,UKG2,2016,40938000.0
2014,UKG3,2016,442873000.0
2014,UKH1,2016,799281000.0
2014,UKH2,2016,106314000.0
2014,UKH3,2016,52227000.0
2014,UKI3,2016,2224910000.0
2014,UKI4,2016,211512000.0
2014,UKI5,2016,31138000.0
2014,UKI6,2016,6327000.0
2014,UKI7,2016,47141000.0
2014,UKJ1,2016,1069470000.0
2014,UKJ2,2016,162883000.0
2014,UKJ3,2016,193524000.0
2014,UKJ4,2016,24439000.0
2014,UKK1,2016,304925000.0
2014,UKK2,2016,8560000.0
2014,UKK3,2016,1489000.0
2014,UKK4,2016,130381000.0
2014,UKL1,2016,162635000.0
2014,UKL2,2016,179010000.0
2014,UKM2,2016,756482000.0
2014,UKM3,2016,429227000.0
2014,UKM5,2016,113510000.0
2014,UKM6,2016,31386000.0
2014,UKM7,2016,756482000.0
2014,UKM8,2016,429227000.0
2014,UKM9,2016,0.0
2014,UKN0,2016,164372000.0
2015,UKC1,2016,94654000.0
2015,UKC2,2016,241389000.0
2015,UKD1,2016,689000.0
2015,UKD3,2016,466795000.0
2015,UKD4,2016,87490000.0
2015,UKD6,2016,3169000.0
2015,UKD7,2016,308349000.0
2015,UKE1,2016,20116000.0
2015,UKE2,2016,94792000.0
2015,UKE3,2016,251309000.0
2015,UKE4,2016,332323000.0
2015,UKF1,2016,248553000.0
2015,UKF2,2016,183659000.0
2015,UKF3,2016,14054000.0
2015,UKI3,2016,2487049000.0
2015,UKI4,2016,243593000.0
2015,UKI5,2016,38027000.0
2015,UKI6,2016,9507000.0
2015,UKI7,2016,46294000.0
2015,UKJ1,2016,1178424000.0
2015,UKJ2,2016,180353000.0
2015,UKJ3,2016,208184000.0
2015,UKJ4,2016,32378000.0
2015,UKK1,2016,356297000.0
2015,UKK2,2016,10058000.0
2015,UKK3,2016,1653000.0
2015,UKK4,2016,142877000.0
2015,UKM2,2016,871728000.0
2015,UKM3,2016,496142000.0
2015,UKM5,2016,123450000.0
2015,UKM6,2016,34031000.0
2015,UKM7,2016,871728000.0
2015,UKM8,2016,496142000.0
2015,UKM9,2016,0.0
2016,UKC1,2016,84686000.0
2016,UKC2,2016,209518000.0
2016,UKD1,2016,610000.0
2016,UKD3,2016,405003000.0
2016,UKD4,2016,78218000.0
2016,UKD6,2016,1952000.0
2016,UKD7,2016,312020000.0
2016,UKE1,2016,18304000.0
2016,UKE2,2016,87492000.0
2016,UKE3,2016,249054000.0
2016,UKE4,2016,292862000.0
2016,UKF1,2016,231361000.0
2016,UKF2,2016,172056000.0
2016,UKF3,2016,16718000.0
2016,UKI3,2016,2088103000.0
2016,UKI4,2016,205369000.0
2016,UKI5,2016,27578000.0
2016,UKI6,2016,7932000.0
2016,UKI7,2016,42465000.0
2016,UKJ1,2016,1140818000.0
2016,UKJ2,2016,179744000.0
2016,UKJ3,2016,196217000.0
2016,UKJ4,2016,31605000.0
2016,UKK1,2016,341794000.0
2016,UKK2,2016,9518000.0
2016,UKK3,2016,1708000.0
2016,UKK4,2016,145821000.0
2016,UKM2,2016,730079000.0
2016,UKM3,2016,439536000.0
2016,UKM5,2016,95546000.0
2016,UKM6,2016,29408000.0
2016,UKM7,2016,730079000.0
2016,UKM8,2016,439536000.0
2016,UKM9,2016,0.0
2017,UKC1,2016,73343000.0
2017,UKC2,2016,200867000.0
2017,UKD1,2016,798000.0
2017,UKD3,2016,400023000.0
2017,UKD4,2016,80301000.0
2017,UKD6,2016,4563000.0
2017,UKD7,2016,302840000.0
2017,UKE1,2016,17338000.0
2017,UKE2,2016,98209000.0
2017,UKE3,2016,280027000.0
2017,UKE4,2016,265084999.99999997
2017,UKF1,2016,215011000.0
2017,UKF2,2016,157066000.0
2017,UKF3,2016,16882000.0
2017,UKI3,2016,1975020000.0
2017,UKI4,2016,211019000.0
2017,UKI5,2016,25893000.0
2017,UKI6,2016,7642000.0
2017,UKI7,2016,40721000.0
2017,UKJ1,2016,994753000.0
2017,UKJ2,2016,147257000.0
2017,UKJ3,2016,168245000.0
2017,UKJ4,2016,28858000.0
2017,UKK1,2016,332611000.0
2017,UKK2,2016,10950000.0
2017,UKK3,2016,1939000.0
2017,UKK4,2016,137561000.0
2017,UKM5,2016,82925000.0
2017,UKM6,2016,33192999.999999996
2017,UKM7,2016,692483000.0
2017,UKM8,2016,413825000.0
2017,UKM9,2016,0.0
2017,UKN0,2016,189803000.0
2018,UKC1,2016,72341000.0
2018,UKC2,2016,209902000.0
2018,UKD1,2016,226000.0
2018,UKD3,2016,649034000.0
2018,UKD4,2016,40692000.0
2018,UKD6,2016,1922000.0
2018,UKD7,2016,154855000.0
2018,UKE1,2016,19442000.0
2018,UKE2,2016,100147000.0
2018,UKE3,2016,266531000.0
2018,UKE4,2016,288685000.0
2018,UKF1,2016,217475000.0
2018,UKF2,2016,159037000.0
2018,UKF3,2016,17294000.0
2018,UKG1,2016,2600000.0
2018,UKG2,2016,32552999.999999996
2018,UKG3,2016,479372000.0
2018,UKH1,2016,910591000.0
2018,UKH2,2016,81610000.0
2018,UKH3,2016,55047000.0
2018,UKI3,2016,2045665000.0
2018,UKI4,2016,208432000.0
2018,UKI5,2016,26450000.0
2018,UKI6,2016,7008000.0
2018,UKI7,2016,38318000.0
2018,UKJ1,2016,1062733000.0
2018,UKJ2,2016,153159000.0
2018,UKJ3,2016,179722000.0
2018,UKJ4,2016,31197000.0
2018,UKK1,2016,345654000.0
2018,UKK2,2016,11077000.0
2018,UKK3,2016,2261000.0
2018,UKK4,2016,151803000.0
2018,UKM5,2016,82288000.0
2018,UKM6,2016,31084000.0
2018,UKM7,2016,707132000.0
2018,UKM8,2016,452809000.0
2018,UKM9,2016,0.0
